Uniprot ID TF,Uniprot ID target,NCBI Gene ID TF,NCBI Gene ID target,Protein name TF,Protein name target,Detection method,Publication (pubmed),Organism,Source database
O75925,Q99873,8554,3276,PIAS1,PRMT1,inferred by curator,19136629,Homo sapiens,TRRUST
O75925,P14410,8554,6476,PIAS1,SI,inferred by curator,22539995,Homo sapiens,TRRUST
O75925,P42224,8554,6772,PIAS1,STAT1,inferred by curator,17940994;19136629,Homo sapiens,TRRUST
O75928,P10275,9063,367,PIAS2,AR,inferred by curator,11117529,Homo sapiens,TRRUST
O75928,Q9H3W5,9063,54674,PIAS2,LRRN3,inferred by curator,21908575,Homo sapiens,TRRUST
O75928,P15941,9063,4582,PIAS2,MUC1,inferred by curator,17717071,Homo sapiens,TRRUST
O75928,P04198,9063,4613,PIAS2,MYCN,inferred by curator,21123453,Homo sapiens,TRRUST
Q9Y6X2,P18846,10401,466,PIAS3,ATF1,inferred by curator,17565989,Homo sapiens,TRRUST
Q9Y6X2,P03372,10401,2099,PIAS3,ESR1,inferred by curator,22174013,Homo sapiens,TRRUST
Q9Y6X2,P15941,10401,4582,PIAS3,MUC1,inferred by curator,17717071,Homo sapiens,TRRUST
Q9Y6X2,P40763,10401,6774,PIAS3,STAT3,inferred by curator,16098628,Homo sapiens,TRRUST
Q8N2W9,P15941,51588,4582,PIAS4,MUC1,inferred by curator,17717071,Homo sapiens,TRRUST
Q8N2W9,P11473,51588,7421,PIAS4,VDR,inferred by curator,22564762,Homo sapiens,TRRUST
O00625,P19838,8544,4790,PIR,NFKB1,inferred by curator,14573596,Homo sapiens,TRRUST
P78337,Q9UBX2,5307,100288687;107987484;107987485;107987486;107987487,PITX1,DUX4,inferred by curator,23206257,Homo sapiens,TRRUST
P78337,P01225,5307,2488,PITX1,FSHB,inferred by curator,18339718,Homo sapiens,TRRUST
P78337,P01148,5307,2796,PITX1,GNRH1,inferred by curator,19106114,Homo sapiens,TRRUST
P78337,Q14469,5307,3280,PITX1,HES1,inferred by curator,21425961,Homo sapiens,TRRUST
P78337,L0N195,5307,3439,PITX1,IFNA1,inferred by curator,12242290,Homo sapiens,TRRUST
P78337,P14316,5307,3660,PITX1,IRF2,inferred by curator,12242290,Homo sapiens,TRRUST
P78337,Q92985,5307,3665,PITX1,IRF7,inferred by curator,12242290,Homo sapiens,TRRUST
P78337,P05412,5307,3725,PITX1,JUN,inferred by curator,21425961,Homo sapiens,TRRUST
P78337,P01229,5307,3972,PITX1,LHB,inferred by curator,19106114,Homo sapiens,TRRUST
P78337,Q99801,5307,4824,PITX1,NKX3-1,inferred by curator,21425961,Homo sapiens,TRRUST
P78337,P01236,5307,5617,PITX1,PRL,inferred by curator,16879162,Homo sapiens,TRRUST
P78337,Q01196,5307,861,PITX1,RUNX1,inferred by curator,21425961,Homo sapiens,TRRUST
P78337,Q13950,5307,860,PITX1,RUNX2,inferred by curator,21425961,Homo sapiens,TRRUST
P78337,P57082,5307,9496,PITX1,TBX4,inferred by curator,20598276,Homo sapiens,TRRUST
P78337,O14746,5307,7015,PITX1,TERT,inferred by curator,21300782,Homo sapiens,TRRUST
P78337,Q92519,5307,28951,PITX1,TRIB2,inferred by curator,21425961,Homo sapiens,TRRUST
Q99697,P08183,5308,5243,PITX2,ABCB1,inferred by curator,23354914,Homo sapiens,TRRUST
Q99697,O43320,5308,8823,PITX2,FGF16,inferred by curator,24253043,Homo sapiens,TRRUST
Q99697,P01225,5308,2488,PITX2,FSHB,inferred by curator,18339718,Homo sapiens,TRRUST
Q99697,P01148,5308,2796,PITX2,GNRH1,inferred by curator,19106114,Homo sapiens,TRRUST
Q99697,Q9UJU2,5308,51176,PITX2,LEF1,inferred by curator,17785445,Homo sapiens,TRRUST
Q99697,Q9UPM6,5308,26468,PITX2,LHX6,inferred by curator,23229549,Homo sapiens,TRRUST
Q99697,Q02809,5308,5351,PITX2,PLOD1,inferred by curator,21837767,Homo sapiens,TRRUST
Q99697,P01236,5308,5617,PITX2,PRL,inferred by curator,16879162,Homo sapiens,TRRUST
Q99697,Q8WWT9,5308,64849,PITX2,SLC13A3,inferred by curator,21873665,Homo sapiens,TRRUST
Q99697,P09544,5308,7472,PITX2,WNT2,inferred by curator,23250740,Homo sapiens,TRRUST
Q99697,P41221,5308,7474,PITX2,WNT5A,inferred by curator,23250740,Homo sapiens,TRRUST
O75364,P30301,5309,4284,PITX3,MIP,inferred by curator,21698120,Homo sapiens,TRRUST
O75364,P07101,5309,7054,PITX3,TH,inferred by curator,22223473,Homo sapiens,TRRUST
P55347,O00470,5316,4211,PKNOX1,MEIS1,chromatin immunoprecipitation assay;inferred by curator,12732210,Homo sapiens,TRRUST;ReMap
P55347,P02776,5316,5196,PKNOX1,PF4,inferred by curator,12732210,Homo sapiens,TRRUST
P55347,P29350,5316,5777,PKNOX1,PTPN6,chromatin immunoprecipitation assay;inferred by curator,20864515,Homo sapiens,GTRD;TRRUST;ReMap
P55347,P08247,5316,6855,PKNOX1,SYP,inferred by curator,20864515,Homo sapiens,TRRUST
Q6DJT9,O75462,5324,9244,PLAG1,CRLF1,inferred by curator,14712223,Homo sapiens,TRRUST
Q6DJT9,P01344,5324,3481,PLAG1,IGF2,inferred by curator,14695992;11284386;10646861;11888928;14712223;23023303,Homo sapiens,TRRUST
Q6DJT9,P18887,5324,7515,PLAG1,XRCC1,inferred by curator,16596326,Homo sapiens,TRRUST
Q9UM63,P21912,5325,6390,PLAGL1,SDHB,inferred by curator,19423711,Homo sapiens,TRRUST
Q9UPG8,P01344,5326,3481,PLAGL2,IGF2,inferred by curator,11888928,Homo sapiens,TRRUST
Q9UPG8,P50579,5326,10988,PLAGL2,METAP2,inferred by curator,17462995,Homo sapiens,TRRUST
Q9UPG8,P19878,5326,4688,PLAGL2,NCF2,inferred by curator,17462995;20025940,Homo sapiens,TRRUST
Q9UPG8,P11686,5326,6440,PLAGL2,SFTPC,inferred by curator,17618602;18655774,Homo sapiens,TRRUST
P29590,Q07812,5371,581,PML,BAX,chromatin immunoprecipitation assay;inferred by curator,16007146,Homo sapiens,TRRUST;ReMap
P29590,P42574,5371,836,PML,CASP3,chromatin immunoprecipitation assay;inferred by curator,16253165,Homo sapiens,TRRUST;ReMap
P29590,P24385,5371,595,PML,CCND1,chromatin immunoprecipitation assay;inferred by curator,15529177,Homo sapiens,TRRUST;ReMap
P29590,O60563,5371,904,PML,CCNT1,chromatin immunoprecipitation assay;inferred by curator,12727882,Homo sapiens,TRRUST;ReMap
P29590,P38936,5371,1026,PML,CDKN1A,inferred by curator,10356361;16007146,Homo sapiens,TRRUST
P29590,Q96CJ1,5371,55840,PML,EAF2,chromatin immunoprecipitation assay;inferred by curator,18089734,Homo sapiens,TRRUST;ReMap
P29590,P00533,5371,1956,PML,EGFR,inferred by curator,12673202;9819401,Homo sapiens,TRRUST
P29590,Q09472,5371,2033,PML,EP300,chromatin immunoprecipitation assay;inferred by curator,18809579,Homo sapiens,TRRUST;ReMap
P29590,P36888,5371,2322,PML,FLT3,inferred by curator,17124055,Homo sapiens,TRRUST
P29590,Q9Y3R0,5371,23426,PML,GRIP1,inferred by curator,23542129,Homo sapiens,TRRUST
P29590,P08631,5371,3055,PML,HCK,inferred by curator,21993313,Homo sapiens,TRRUST
P29590,Q9H2X6,5371,28996,PML,HIPK2,chromatin immunoprecipitation assay;inferred by curator,18809579,Homo sapiens,TRRUST;ReMap
P29590,P01574,5371,3456,PML,IFNB1,inferred by curator,11042692,Homo sapiens,TRRUST
P29590,P22736,5371,3164,PML,NR4A1,inferred by curator,12032831,Homo sapiens,TRRUST
P29590,P29590,5371,5371,PML,PML,chromatin immunoprecipitation assay;inferred by curator,15529177,Homo sapiens,TRRUST;ReMap
P29590,P21580,5371,7128,PML,TNFAIP3,chromatin immunoprecipitation assay;inferred by curator,12080044,Homo sapiens,TRRUST;ReMap
P29590,P50591,5371,8743,PML,TNFSF10,inferred by curator,15459016,Homo sapiens,TRRUST
P29590,P04637,5371,7157,PML,TP53,chromatin immunoprecipitation assay;inferred by curator,12837275,Homo sapiens,TRRUST;ReMap
P29590,P41226,5371,7318,PML,UBA7,inferred by curator,11891284,Homo sapiens,TRRUST
O95602,Q01094,25885,1869,POLR1A,E2F1,inferred by curator,21878508,Homo sapiens,TRRUST
P28069,P46663,5449,623,POU1F1,BDKRB1,inferred by curator,10842322,Homo sapiens,TRRUST
P28069,P01215,5449,1081,POU1F1,CGA,inferred by curator,11081207,Homo sapiens,TRRUST
P28069,P01241,5449,2688,POU1F1,GH1,inferred by curator,7877625;15998782;7608249;11081207;7529501;11874696;17456792;16061841;9207961,Homo sapiens,TRRUST
P28069,P01242,5449,2689,POU1F1,GH2,inferred by curator,7608249,Homo sapiens,TRRUST
P28069,P10912,5449,2690,POU1F1,GHR,inferred by curator,7529501,Homo sapiens,TRRUST
P28069,Q01101,5449,3642,POU1F1,INSM1,inferred by curator,8188699,Homo sapiens,TRRUST
P28069,P28069,5449,5449,POU1F1,POU1F1,inferred by curator,22199144,Homo sapiens,TRRUST
P28069,P00797,5449,5972,POU1F1,REN,inferred by curator,8914017,Homo sapiens,TRRUST
P28069,P01222,5449,7252,POU1F1,TSHB,inferred by curator,9167960;7529501;16901973;12655183;9207961,Homo sapiens,TRRUST
P28069,P11473,5449,7421,POU1F1,VDR,inferred by curator,17456792,Homo sapiens,TRRUST
Q16633,Q02363,5450,3398,POU2AF1,ID2,inferred by curator,24801987,Homo sapiens,TRRUST
Q16633,A2MZT1,5450,-,POU2AF1,IGH,inferred by curator,1423591,Homo sapiens,TRRUST
Q16633,Q9UGP3,5450,-,POU2AF1,IgH,inferred by curator,1423591,Homo sapiens,TRRUST
Q16633,Q01892,5450,6689,POU2AF1,SPIB,inferred by curator,24801987,Homo sapiens,TRRUST
Q16633,P04183,5450,7083,POU2AF1,TK1,inferred by curator,15831936,Homo sapiens,TRRUST
Q16633,Q02223,5450,608,POU2AF1,TNFRSF17,inferred by curator,17621271,Homo sapiens,TRRUST
P14859,P10275,5451,367,POU2F1,AR,inferred by curator,21387309,Homo sapiens,TRRUST
P14859,P46663,5451,623,POU2F1,BDKRB1,inferred by curator,10842322,Homo sapiens,TRED;TRRUST
P14859,Q9Y6Q1,5451,827,POU2F1,CAPN6,inferred by curator,21255642,Homo sapiens,TRRUST
P14859,P24385,5451,595,POU2F1,CCND1,inferred by curator,12391146,Homo sapiens,TRED;TRRUST
P14859,P24522,5451,1647,POU2F1,GADD45A,chromatin immunoprecipitation assay;inferred by curator,11420680;11525640,Homo sapiens,TRED;TRRUST;ReMap
P14859,P15976,5451,2623,POU2F1,GATA1,inferred by curator,7499351,Homo sapiens,TRRUST
P14859,Q9NP62,5451,8521,POU2F1,GCM1,inferred by curator,11071865,Homo sapiens,TRED;TRRUST
P14859,Q5VTD9,5451,8328,POU2F1,GFI1B,inferred by curator,19965638,Homo sapiens,TRRUST
P14859,P01148,5451,2796,POU2F1,GNRH1,inferred by curator,15319450,Homo sapiens,TRED;TRRUST
P14859,Q16778,5451,8349,POU2F1,HIST2H2BE,chromatin immunoprecipitation assay;inferred by curator,2007132;10064132,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P14859,P41134,5451,3397,POU2F1,ID1,inferred by curator,19212692,Homo sapiens,TRRUST
P14859,P60568,5451,3558,POU2F1,IL2,inferred by curator,11781715;9135552,Homo sapiens,TRED;TRRUST
P14859,P01589,5451,3559,POU2F1,IL2RA,inferred by curator,9135552,Homo sapiens,TRRUST
P14859,P05112,5451,3565,POU2F1,IL4,inferred by curator,11781715,Homo sapiens,TRED;TRRUST
P14859,P05113,5451,3567,POU2F1,IL5,inferred by curator,10491186,Homo sapiens,TRED;TRRUST
P14859,P56470,5451,3960,POU2F1,LGALS4,inferred by curator,12391146,Homo sapiens,TRRUST
P14859,Q13257,5451,4085,POU2F1,MAD2L1,inferred by curator,15563594,Homo sapiens,TRRUST
P14859,P00749,5451,5328,POU2F1,PLAU,inferred by curator,10951201,Homo sapiens,TRED;TRRUST
P14859,Q16633,5451,5450,POU2F1,POU2AF1,inferred by curator,11847120,Homo sapiens,TRED;TRRUST
P14859,Q7LG56,5451,50484,POU2F1,RRM2B,inferred by curator,11978967,Homo sapiens,TRED;TRRUST
P14859,P31431,5451,6385,POU2F1,SDC4,inferred by curator,19212692,Homo sapiens,TRRUST
P14859,O43623,5451,6591,POU2F1,SNAI2,inferred by curator,23836662,Homo sapiens,TRRUST
P14859,Q16533,5451,6617,POU2F1,SNAPC1,inferred by curator,9644240,Homo sapiens,TRED;TRRUST
P14859,P10451,5451,6696,POU2F1,SPP1,inferred by curator,11126367,Homo sapiens,TRED;TRRUST
P14859,P15907,5451,6480,POU2F1,ST6GAL1,inferred by curator,10814704,Homo sapiens,TRED;TRRUST
P14859,P04183,5451,7083,POU2F1,TK1,inferred by curator,15831936,Homo sapiens,TRRUST
P14859,A0A0C4ZNA2,5451,-,POU2F1,TRA,inferred by curator,11385613,Homo sapiens,TRRUST
P14859,A0A0C4ZLG8,5451,-,POU2F1,TRA,inferred by curator,11385613,Homo sapiens,TRRUST
P14859,Q15672,5451,7291,POU2F1,TWIST1,inferred by curator,23836662,Homo sapiens,TRRUST
P14859,Q16881,5451,7296,POU2F1,TXNRD1,inferred by curator,11375392,Homo sapiens,TRED;TRRUST
P09086,P68871,5452,3043,POU2F2,HBB,inferred by curator,2302733,Homo sapiens,TRRUST
P09086,P13765,5452,3112,POU2F2,HLA-DOB,inferred by curator,12938212,Homo sapiens,TRED;TRRUST
P09086,P01903,5452,3122,POU2F2,HLA-DRA,chromatin immunoprecipitation assay;inferred by curator,7629508,Homo sapiens,TRED;TRRUST;ReMap
P09086,Q02363,5452,3398,POU2F2,ID2,chromatin immunoprecipitation assay;inferred by curator,24801987,Homo sapiens,TRRUST;ReMap
P09086,P05113,5452,3567,POU2F2,IL5,chromatin immunoprecipitation assay;inferred by curator,10491186,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P09086,P17947,5452,6688,POU2F2,SPI1,chromatin immunoprecipitation assay;inferred by curator,12592383,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P09086,Q01892,5452,6689,POU2F2,SPIB,chromatin immunoprecipitation assay;inferred by curator,24801987,Homo sapiens,GTRD;TRRUST;ReMap
P09086,P10451,5452,6696,POU2F2,SPP1,inferred by curator,11126367,Homo sapiens,TRED;TRRUST
P09086,P04183,5452,7083,POU2F2,TK1,chromatin immunoprecipitation assay;inferred by curator,15831936,Homo sapiens,GTRD;TRRUST;ReMap
P09086,A0A0C4ZNA2,5452,-,POU2F2,TRA,inferred by curator,11385613,Homo sapiens,TRRUST
P09086,A0A0C4ZLG8,5452,-,POU2F2,TRA,inferred by curator,11385613,Homo sapiens,TRRUST
Q9UKI9,P35326,25833,6700,POU2F3,SPRR2A,inferred by curator,8816448,Homo sapiens,TRED;TRRUST
Q03052,P01148,5453,2796,POU3F1,GNRH1,inferred by curator,9032292,Homo sapiens,TRED;TRRUST
P20265,P55290,5454,1012,POU3F2,CDH13,inferred by curator,23069940,Homo sapiens,TRRUST
P20265,P20711,5454,1644,POU3F2,DDC,inferred by curator,9602135,Homo sapiens,TRRUST
P20265,O15540,5454,2173,POU3F2,FABP7,inferred by curator,21771320,Homo sapiens,TRRUST
P20265,O15409,5454,93986,POU3F2,FOXP2,inferred by curator,23197593,Homo sapiens,TRRUST
P20265,P01148,5454,2796,POU3F2,GNRH1,inferred by curator,11875100,Homo sapiens,TRED;TRRUST
P20265,O75030,5454,4286,POU3F2,MITF,inferred by curator,18628967,Homo sapiens,TRRUST
P20265,P43699,5454,7080,POU3F2,NKX2-1,inferred by curator,23358112,Homo sapiens,TRRUST
P20265,P23760,5454,5077,POU3F2,PAX3,inferred by curator,22290434,Homo sapiens,TRRUST
P20265,O76074,5454,8654,POU3F2,PDE5A,inferred by curator,21215707,Homo sapiens,TRRUST
P49335,P01275,5456,2641,POU3F4,GCG,inferred by curator,21824252,Homo sapiens,TRRUST
Q01851,Q9Y251,5457,10855,POU4F1,HPSE,inferred by curator,16112651,Homo sapiens,TRRUST
Q01851,P07900,5457,3320,POU4F1,HSP90AA1,inferred by curator,15818685,Homo sapiens,TRRUST
Q12837,P07900,5458,3320,POU4F2,HSP90AA1,chromatin immunoprecipitation assay;inferred by curator,15818685,Homo sapiens,TRRUST;ReMap
Q01860,P12644,5460,652,POU5F1,BMP4,inferred by curator,17068183,Homo sapiens,TRRUST
Q01860,P38936,5460,1026,POU5F1,CDKN1A,inferred by curator,19968627,Homo sapiens,TRRUST
Q01860,Q99626,5460,1045,POU5F1,CDX2,chromatin immunoprecipitation assay;inferred by curator,17068183,Homo sapiens,GTRD;TRRUST;ReMap
Q01860,P20711,5460,1644,POU5F1,DDC,inferred by curator,9602135,Homo sapiens,TRRUST
Q01860,O94907,5460,22943,POU5F1,DKK1,chromatin immunoprecipitation assay;inferred by curator,17068183,Homo sapiens,GTRD;TRRUST;ReMap
Q01860,P56178,5460,1749,POU5F1,DLX5,chromatin immunoprecipitation assay;inferred by curator,17068183,Homo sapiens,GTRD;TRRUST;ReMap
Q01860,O95936,5460,8320,POU5F1,EOMES,chromatin immunoprecipitation assay;inferred by curator,17068183,Homo sapiens,TRRUST;ReMap
Q01860,P08620,5460,2249,POU5F1,FGF4,chromatin immunoprecipitation assay;inferred by curator,10801796,Homo sapiens,GTRD;TRRUST;ReMap
Q01860,P24522,5460,1647,POU5F1,GADD45A,chromatin immunoprecipitation assay;inferred by curator,11704867,Homo sapiens,GTRD;TRRUST
Q01860,Q92908,5460,2627,POU5F1,GATA6,chromatin immunoprecipitation assay;inferred by curator,17068183;14990861,Homo sapiens,GTRD;TRRUST;ReMap
Q01860,Q14774,5460,3142,POU5F1,HLX,chromatin immunoprecipitation assay;inferred by curator,17068183,Homo sapiens,GTRD;TRRUST;ReMap
Q01860,Q02363,5460,3398,POU5F1,ID2,chromatin immunoprecipitation assay;inferred by curator,17068183,Homo sapiens,GTRD;TRRUST;ReMap
Q01860,P23229,5460,3655,POU5F1,ITGA6,chromatin immunoprecipitation assay;inferred by curator,22311737,Homo sapiens,TRRUST;ReMap
Q01860,Q5T7N2,5460,54596,POU5F1,L1TD1,chromatin immunoprecipitation assay;inferred by curator,22162396,Homo sapiens,GTRD;TRRUST;ReMap
Q01860,O75610,5460,10637,POU5F1,LEFTY1,chromatin immunoprecipitation assay;inferred by curator,17068183,Homo sapiens,TRRUST;ReMap
Q01860,Q9H9S0,5460,79923,POU5F1,NANOG,chromatin immunoprecipitation assay;inferred by curator,17068183;18338330,Homo sapiens,GTRD;TRRUST;ReMap
Q01860,Q9H2E6,5460,57556,POU5F1,SEMA6A,chromatin immunoprecipitation assay;inferred by curator,17671748,Homo sapiens,GTRD;TRRUST;ReMap
Q01860,P48431,5460,6657,POU5F1,SOX2,chromatin immunoprecipitation assay;inferred by curator,17068183,Homo sapiens,GTRD;TRRUST;ReMap
Q01860,P10451,5460,6696,POU5F1,SPP1,chromatin immunoprecipitation assay;inferred by curator,11891324,Homo sapiens,TRRUST;ReMap
Q01860,H0YM91,5460,-,POU5F1,TBXT,inferred by curator,17068183,Homo sapiens,TRRUST
Q01860,J3KP65,5460,-,POU5F1,TBXT,inferred by curator,17068183,Homo sapiens,TRRUST
Q01860,O95935,5460,9096,POU5F1,TBX18,chromatin immunoprecipitation assay;inferred by curator,17068183,Homo sapiens,GTRD;TRRUST;ReMap
Q01860,P13385,5460,6997,POU5F1,TDGF1,chromatin immunoprecipitation assay;inferred by curator,17068183,Homo sapiens,GTRD;TRRUST;ReMap
Q01860,P04216,5460,7070,POU5F1,THY1,chromatin immunoprecipitation assay;inferred by curator,17068183,Homo sapiens,GTRD;TRRUST
Q01860,Q96MM3,5460,132625,POU5F1,ZFP42,chromatin immunoprecipitation assay;inferred by curator,17068183,Homo sapiens,TRRUST;ReMap
Q07869,P28330,5465,33,PPARA,ACADL,inferred by curator,20110263,Homo sapiens,TRRUST
Q07869,Q15067,5465,51,PPARA,ACOX1,inferred by curator,20110263,Homo sapiens,TRED;TRRUST
Q07869,P33121,5465,2180,PPARA,ACSL1,inferred by curator,17150915,Homo sapiens,TRED;TRRUST
Q07869,Q9BY76,5465,51129,PPARA,ANGPTL4,inferred by curator,15190076;12099716,Homo sapiens,TRED;TRRUST
Q07869,P06727,5465,-,PPARA,APOA4,inferred by curator,19433068,Homo sapiens,TRRUST
Q07869,Q6Q788,5465,116519,PPARA,APOA5,inferred by curator,16448983,Homo sapiens,TRRUST
Q07869,P04114,5465,338,PPARA,APOB,inferred by curator,16542871;11925428,Homo sapiens,TRED;TRRUST
Q07869,Q0VD83,5465,55911,PPARA,APOBR,inferred by curator,12700342,Homo sapiens,TRED;TRRUST
Q07869,P02656,5465,345,PPARA,APOC3,inferred by curator,11007963;10494028,Homo sapiens,TRED;TRRUST
Q07869,P16671,5465,948,PPARA,CD36,inferred by curator,16713233;20110263,Homo sapiens,TRED;TRRUST
Q07869,P11597,5465,1071,PPARA,CETP,inferred by curator,18481130,Homo sapiens,TRRUST
Q07869,A0A0F7RQF0,5465,94027,PPARA,CGB5,inferred by curator,11564716,Homo sapiens,TRRUST
Q07869,P50416,5465,1374,PPARA,CPT1A,inferred by curator,17150915,Homo sapiens,TRED;TRRUST
Q07869,P11712,5465,1559,PPARA,CYP2C9,inferred by curator,20178979,Homo sapiens,TRRUST
Q07869,P15090,5465,2167,PPARA,FABP4,inferred by curator,19717768,Homo sapiens,TRRUST
Q07869,P27469,5465,50486,PPARA,G0S2,inferred by curator,20110263,Homo sapiens,TRRUST
Q07869,P09601,5465,3162,PPARA,HMOX1,inferred by curator,17413033,Homo sapiens,TRRUST
Q07869,P08833,5465,3484,PPARA,IGFBP1,inferred by curator,20110263,Homo sapiens,TRRUST
Q07869,P05231,5465,3569,PPARA,IL6,inferred by curator,15001458,Homo sapiens,TRRUST
Q07869,P08887,5465,3570,PPARA,IL6R,inferred by curator,14764586,Homo sapiens,TRRUST
Q07869,P06858,5465,4023,PPARA,LPL,inferred by curator,10634806,Homo sapiens,TRED;TRRUST
Q07869,O95822,5465,23417,PPARA,MLYCD,inferred by curator,16434556,Homo sapiens,TRRUST
Q07869,P14780,5465,4318,PPARA,MMP9,inferred by curator,21840940,Homo sapiens,TRED;TRRUST
Q07869,P25963,5465,4792,PPARA,NFKBIA,inferred by curator,11981037;14976045,Homo sapiens,TRED;TRRUST
Q07869,Q16654,5465,5166,PPARA,PDK4,inferred by curator,15955060,Homo sapiens,TRRUST
Q07869,Q99541,5465,123,PPARA,PLIN2,inferred by curator,17150915,Homo sapiens,TRRUST
Q07869,P35354,5465,5743,PPARA,PTGS2,inferred by curator,11412039,Homo sapiens,TRED;TRRUST
Q07869,P05121,5465,5054,PPARA,SERPINE1,inferred by curator,15631825;12667383,Homo sapiens,TRED;TRRUST
Q07869,O43772,5465,788,PPARA,SLC25A20,inferred by curator,19748481,Homo sapiens,TRRUST
Q07869,P19634,5465,6548,PPARA,SLC9A1,inferred by curator,19958503,Homo sapiens,TRRUST
Q07869,P04179,5465,6648,PPARA,SOD2,inferred by curator,19958503,Homo sapiens,TRRUST
Q07869,Q12772,5465,6721,PPARA,SREBF2,inferred by curator,16946405,Homo sapiens,TRRUST
Q07869,P42229,5465,6776,PPARA,STAT5A,inferred by curator,21542777,Homo sapiens,TRRUST
Q07869,Q06520,5465,6822,PPARA,SULT2A1,inferred by curator,20110263,Homo sapiens,TRRUST
Q07869,Q9H3M7,5465,10628,PPARA,TXNIP,inferred by curator,18848838,Homo sapiens,TRRUST
Q07869,P25874,5465,7350,PPARA,UCP1,inferred by curator,11875072,Homo sapiens,TRED;TRRUST
Q07869,O60656,5465,54600,PPARA,UGT1A9,inferred by curator,12582161,Homo sapiens,TRRUST
Q03181,P03950,5467,283,PPARD,ANG,inferred by curator,17511960,Homo sapiens,TRRUST
Q03181,Q9BY76,5467,51129,PPARD,ANGPTL4,chromatin immunoprecipitation assay;inferred by curator,15190076,Homo sapiens,GTRD;TRED;TRRUST
Q03181,P04040,5467,847,PPARD,CAT,inferred by curator,18048767,Homo sapiens,TRRUST
Q03181,P80365,5467,3291,PPARD,HSD11B2,inferred by curator,15591138,Homo sapiens,TRRUST
Q03181,P06858,5467,4023,PPARD,LPL,inferred by curator,10634806,Homo sapiens,TRED;TRRUST
Q03181,Q16654,5467,5166,PPARD,PDK4,inferred by curator,15955060,Homo sapiens,TRRUST
Q03181,P00441,5467,6647,PPARD,SOD1,inferred by curator,18048767,Homo sapiens,TRRUST
Q03181,P01033,5467,7076,PPARD,TIMP1,inferred by curator,17511960,Homo sapiens,TRRUST
Q03181,P10599,5467,7295,PPARD,TXN,inferred by curator,18048767,Homo sapiens,TRRUST
P37231,Q9UNQ0,5468,9429,PPARG,ABCG2,chromatin immunoprecipitation assay;inferred by curator,16785230,Homo sapiens,GTRD;TRRUST
P37231,P35610,5468,6646,PPARG,SOAT1,chromatin immunoprecipitation assay;inferred by curator,19049899,Homo sapiens,GTRD;TRRUST;ReMap
P37231,Q15848,5468,9370,PPARG,ADIPOQ,chromatin immunoprecipitation assay;inferred by curator,18373719;20484463;19833717,Homo sapiens,GTRD;TRED;TRRUST;ReMap
