Protein name,Uniprot ID,NCBI Gene ID,Function,Small-scale evidence,Number of interactions
Sgtb,Q80W98,294708,target gene,No,8
Insig1,Q08755,64194,target gene,No,11
Slc7a2,B5D5N9,64554,target gene,No,7
Pigo,D3ZTP8,-,target gene,No,7
Espn,Q63618,56227,target gene,No,3
Rbm41,D3ZTA4,680581,target gene,No,1
Tas1r3,Q923K1,170634,target gene,No,2
Cfd,G3V7H3,-,target gene,No,4
Arid1a,D4A3E3,-,target gene,No,8
Tuba1b,Q6P9V9,500929,target gene,No,7
Bbs4,D4A8B1,300754,target gene,No,9
Bnip1,Q8VHI8,140932,target gene,No,8
-,F1LVY2,-,target gene,No,5
Commd4,A0A0G2K6N9,363068,target gene,No,9
Ubxn6,M0RAE4,363332,target gene,No,5
Ptrh1,F1M8A9,-,target gene,No,10
Bcl2l11,O88498,64547,target gene,No,13
Fstl1,Q62632,79210,target gene,No,4
Pknox2,A0A096MJK1,-,target gene,No,3
Eef1b2,B5DEN5,363241,target gene,No,8
Gxylt1,Q6GX83,300173,target gene,No,8
Recql,Q6AYJ1,312824,target gene,No,6
RT1-DOb,Q6MGA2,365542,target gene,No,2
Sp140,A0A0G2JZU7,-,target gene,No,3
Ubtd2,F1LVF9,287178,target gene,No,5
Plek2,D4ACD5,314260,target gene,No,4
Thoc2,A0A0G2K8V3,-,target gene,No,7
Fkbp10,Q5U2V1,360627,target gene,No,8
Slc17a4,A0A0G2JXU5,679784,target gene,No,1
-,A0A0G2K3R0,-,target gene,No,1
Cog4,D3ZZM3,361407,target gene,No,12
Psen1,P97887,29192,target gene,No,6
Pcca,A0A0G2K5P9,-,target gene,No,9
Ift27,B4F765,300062,target gene,No,11
Adprm,Q5M886,287406,target gene,No,7
Bysl,M0RDF7,359727,target gene,No,8
Akr1c1,Q3MHS3,307092,target gene,No,1
Lsm5,D3ZBJ0,306222,target gene,No,8
Coq10b,A0A0G2JSW8,301416,target gene,No,9
-,D4A242,-,target gene,No,2
Ttc3,D3ZSP7,-,target gene,No,10
Trafd1,G3V959,114635,target gene,No,4
Lsm7,D4A2D8,362829,target gene,No,8
Prpf8,G3V6H2,287530,target gene,No,7
Trim47,D3ZA22,690374,target gene,No,5
Atoh8,D4AA26,500200,target gene,No,4
Slc25a40,Q498U3,296813,target gene,No,10
Ndc1,A0A140TAA8,-,target gene,No,3
Tekt1,Q99JD2,85270,target gene,No,4
-,F1LM19,-,target gene,No,5
Polr3k,Q5FVH1,366277,target gene,No,8
Pnliprp2,D3ZX17,-,target gene,No,1
Etv5,D4AC56,303828,target gene,No,9
Net1,Q498M6,307098,target gene,No,6
Slc22a7,Q5RLM2,89776,target gene,No,2
Lmbrd2,D3ZUP8,499539,target gene,No,10
Serpinb1a,Q4G075,291091,target gene,No,2
Snrnp200,M3ZCQ2,296126,target gene,No,11
Galc,G3V6H1,-,target gene,No,4
Ndufv3,Q6PCU8,64539,target gene,No,7
Gpc4,Q642B0,317322,target gene,No,4
Slfn5,F1LX81,303377,target gene,No,1
Ddx19b,A0A0G2JZQ1,690693,target gene,No,10
Fastkd2,A0A0H2UHK3,301463,target gene,No,8
Kcnj4,G3V9M7,116649,target gene,No,6
Fut9,Q99JB3,84597,target gene,No,5
Adora1,P25099,29290,target gene,No,3
Tns1,F1LN42,301509,target gene,No,5
Gcc1,D3ZPA1,100361513,target gene,No,6
Capzb,Q5XI32,298584,target gene,No,6
Zc3h12a,A0JPN4,313587,target gene,No,5
Exd2,B2GUW4,362759,target gene,No,1
Rbbp5,D3ZC01,304794,target gene,No,11
Slc26a9,D3ZV32,304784,target gene,No,1
Ndufb9,B2RYW3,299954,target gene,No,10
Mat1a,A0A0G2K248,-,target gene,No,8
Slc22a17,Q9P290,305886,target gene,No,5
Rfk,Q6AYA7,499328,target gene,No,11
Unc93a,M0RA42,-,target gene,No,1
Baat,Q63276,29725,target gene,No,4
RGD1304884,D4A3C2,307907,target gene,No,2
Ptprr,G3V6L5,94202,target gene,No,4
Uprt,D4ABC7,317237,target gene,No,7
Srebf1,P56720,78968,target gene,No,6
Ccdc93,Q5BJT7,304743,target gene,No,5
Armcx2,Q642B5,367903,target gene,No,2
Glis2,D3ZIA9,302946,target gene,No,5
Dapk2,Q5BJN2,300799,target gene,No,5
Ahrr,Q75NT5,498999,target gene,No,1
-,A0A0G2K8Z0,-,target gene,No,4
Rgs12,D4AB55,54292,target gene,No,5
Dmtf1,Q66HG1,114485,target gene,No,11
Bsdc1,D4A3M7,297890,target gene,No,11
Bmpr1a,Q78EA7,81507,target gene,No,1
Unc5b,F1LNE2,-,target gene,No,9
Ybey,D4A815,361822,target gene,No,8
Prtg,F1LNL1,-,target gene,No,6
LOC499584,Q6QI07,499584,target gene,No,2
Bsn,G3V984,29138,target gene,No,5
Fgfr1op2,Q6TA25,362463,target gene,No,10
Ube2d1,D3ZDK2,361831,target gene,No,6
Cyld,F1LPJ6,-,target gene,No,1
Polr2d,D4A259,364834,target gene,No,12
Fancg,A0A0G2JWL4,-,target gene,No,9
Zfhx3,F1M4Q6,-,target gene,No,1
RGD1308134,B0BNM4,287452,target gene,No,6
Nfasc,P97685,116690,target gene,No,3
Lmf1,D3ZF16,-,target gene,No,9
Ufd1,Q9ES53,84478,target gene,No,10
Rapgef2,F1M386,310533,target gene,No,9
Ppil4,D4AEG3,361449,target gene,No,10
Ctf1,Q63086,29201,target gene,No,3
Ccr1l1,D3ZFW8,301088,target gene,No,1
Galnt9,D3ZQA1,304571,target gene,No,2
Dcaf1,A0A0G2KAM8,-,target gene,No,2
Plpp4,F1LZ94,309014,target gene,No,4
Akap3,Q66HC6,312720,target gene,No,1
Zgpat,Q5PPF5,296478,target gene,No,13
Cpz,A0A0G2JSJ7,-,target gene,No,2
Ubac2,F1LQF5,361094,target gene,No,6
Tmem131,F1M5G8,-,target gene,No,2
Acta1,P68136,29437,target gene,No,3
Mzt1,D4A4N1,692032,target gene,No,5
Rbp4,P04916,25703,target gene,No,4
-,F1LMS3,-,target gene,No,3
Ssb,Q66HM7,81783,target gene,No,9
Pde4b,P14646,24626,target gene,No,6
Synpo2,D4A702,499702,target gene,No,5
Plod3,Q5U367,288583,target gene,No,11
Abhd11,D3ZXK4,360831,target gene,No,8
Dnaja3,A0A0G2K5E4,360481,target gene,No,10
Sdhaf4,D4A7Q3,685888,target gene,No,6
-,F1M405,-,target gene,No,3
Iqcb1,D4A6J0,303915,target gene,No,6
-,F1M8A7,-,target gene,No,1
Adam4,Q3B7V9,57022,target gene,No,1
Ptgds,P22057,25526,target gene,No,2
Trim59,B5DF13,365813,target gene,No,10
Hyi,F1LZJ4,500536,target gene,No,9
Slc5a6,O70247,170551,target gene,No,13
Sh3gl1,O35964,81922,target gene,No,10
Gmds,Q3MHS7,291095,target gene,No,6
LOC680045,M0RA70,680045,target gene,No,4
Pou3f2,G3V6U5,29588,target gene,No,6
Ampd2,Q02356,362015,target gene,No,10
Olr1l,A0A0G2K2G2,-,target gene,No,1
Rnps1,Q6AYK1,287113,target gene,No,8
Igsf9,P0C5H6,304982,target gene,No,7
Tsen15,A0A0G2K1V3,289083,target gene,No,7
Cabp2,M0R793,499298,target gene,No,6
Dusp12,Q9JIM4,64014,target gene,No,7
Rgcc,Q9Z2P4,117183,target gene,No,3
-,A0A0G2K0D1,-,target gene,No,2
-,Q66H24,499331,target gene,No,10
Zfhx2,D3ZF41,305888,target gene,No,11
Gfpt2,Q4KMC4,360518,target gene,No,2
Ehd4,Q8R3Z7,192204,target gene,No,9
Ttc9c,Q6P5P3,309196,target gene,No,11
Hbp1,Z4YNI2,27080,target gene,No,12
Tmem50a,B1WBU7,298552,target gene,No,8
Ccdc92b,A0A0G2K1E8,-,target gene,No,13
Rpl36a,P83883,108348287;292964;81769,target gene,No,8
Tbrg4,Q5M9G9,360977,target gene,No,9
Fitm2,D3ZWT2,311617,target gene,No,9
Mrpl46,Q5RK00,293054,target gene,No,10
Ip6k3,D4AEE6,688862,target gene,No,1
Mgmt,P24528,25332,target gene,No,6
Selenoh,A0A0G2K8K5,-,target gene,No,8
Tma16,D4AAG0,290686,target gene,No,7
Phlda1,F1LNT5,29380,target gene,No,10
Cpt1c,F1LN46,308579,target gene,No,5
Ctla2a,D3ZHI6,498690,target gene,No,2
Mrps2,D3ZY44,-,target gene,No,11
Dyrk2,F1LYY7,314862,target gene,No,6
RGD1359634,Q6AYH8,315126,target gene,No,8
Ripk2,G3V783,362491,target gene,No,2
Psmb10,Q4KM35,291983,target gene,No,3
Cenpl,Q3ZAU7,289150,target gene,No,11
RT1-CE1,E9PTZ9,-,target gene,No,6
Tmem14a,D3ZUB4,363206,target gene,No,7
Lima1,F1LR10,300228,target gene,No,9
Lrrcc1,E9PTY0,266808,target gene,No,6
Pank1,D3ZWD3,294088,target gene,No,9
Arhgap4,A0A0G2JVF0,246249,target gene,No,1
Shisa4,A0MV40,360848,target gene,No,9
Pitpnm1,Q5U2N3,361694,target gene,No,7
Tdrp,Q498E2,498662,target gene,No,2
Fgf1,P61149,25317,target gene,No,4
Etfbkmt,Q6P7Q0,316976,target gene,No,6
Smyd2,Q7M6Z3,289372,target gene,No,3
Slc22a2,A0A0G2JSP9,29503,target gene,No,2
Mboat2,Q3T1J2,313997,target gene,No,6
Dbi,P11030,25045,target gene,No,9
Arl13b,M0RDU9,304037,target gene,No,7
Mest,M0R830,-,target gene,No,8
Tnfrsf12a,G3V6F9,-,target gene,No,6
Tlx3,G3V6M6,-,target gene,No,4
Rims2,Q9JIS1,116839,target gene,No,2
Zfp644,D4A778,305127,target gene,No,7
Aprt,P36972,292072,target gene,No,7
Dusp22,D3ZC16,361242,target gene,No,7
Fabp5,P55053,140868,target gene,No,8
Cfap410,Q5RKG5,309681,target gene,No,8
Plekhm2,D4A932,313667,target gene,No,5
Cep135,D3ZI35,305288,target gene,No,9
Zkscan4,D3ZCK0,-,target gene,No,5
Sgf29,P0C606,293488,target gene,No,9
Ccni,D4A5E4,289500,target gene,No,11
Sppl2a,D3ZNG3,311401,target gene,No,10
Fam83d,D4ABG0,311598,target gene,No,9
Apon,Q5M890,304603,target gene,No,4
Mterf2,Q5XIE2,366856,target gene,No,5
Rdh16,A0A0G2K7A4,-,target gene,No,6
Tmem64,D3ZV19,689176,target gene,No,8
Ate1,D4A2N1,293526,target gene,No,10
Ibtk,D3ZH46,-,target gene,No,1
Ywhah,P68511,25576,target gene,No,8
Galm,Q66HG4,313843,target gene,No,5
Gtpbp3,Q5PQQ1,290633,target gene,No,9
Mxi1,Q642D1,25701,target gene,No,12
Snrpd3,M0R907,687711,target gene,No,11
Aph1a,A0A0G2K6H8,365872,target gene,No,10
Vat1,Q3MIE4,287721,target gene,No,10
Ctsk,O35186,29175,target gene,No,2
Lamb1,D3ZQN7,298941,target gene,No,2
Stkld1,F6R0A3,311825,target gene,No,7
Rnf20,D3ZYQ9,313216,target gene,No,3
Elovl2,D4A612,498728,target gene,No,4
Olr1592,D3ZSH4,289254,target gene,No,1
Wnt5a,F2Z3U1,64566,target gene,No,2
Larp1b,Q66HE8,310348,target gene,No,6
Adi1,Q562C9,298934,target gene,No,5
Satb2,D3ZJ19,501145,target gene,No,4
Pyroxd2,Q68FT3,309381,target gene,No,6
Slc19a2,F1LNC9,-,target gene,No,5
Tifa,Q5XIB9,310877,target gene,No,3
Btbd6,F1M7U0,-,target gene,No,7
Lhpp,Q5I0D5,361663,target gene,No,8
Fam210b,B2RYM8,296408,target gene,No,7
Sectm1b,E9PTB4,287884,target gene,No,5
RGD1307929,F1LSX1,-,target gene,No,13
Prdm1,A0A096MJU6,309871,target gene,No,7
Rbmx,Q4V898,302855,target gene,No,6
Coa7,D4AC65,298377,target gene,No,9
-,F1LWG9,-,target gene,No,5
Jam3,Q68FQ2,315509,target gene,No,4
Ppp2r3c,Q6AXZ3,362739,target gene,No,11
Rtp3,D4A1N0,316018,target gene,No,4
Osgin1,Q8R430,171493,target gene,No,6
Gpr161,F1M5Q2,289180,target gene,No,3
Rpl35,P17078,296709,target gene,No,4
Fcgr1a,A0A0B4J2J0,295279,target gene,No,1
Vps72,B1WC45,310661,target gene,No,8
Dtx3,F1LY78,500847,target gene,No,8
Ing5,B2RZ71,-,target gene,No,12
Kcnip1,A0A0H2UHE0,65023,target gene,No,1
Sobp,A7XYI6,309860,target gene,No,4
Cdkl2,Q5XIT0,305242,target gene,No,6
Abcd4,D4A576,299196,target gene,No,9
-,A0A0G2K8B1,-,target gene,No,1
Zfp418,D3ZVT0,292548,target gene,No,2
Pdzd7,D4AAZ9,293996,target gene,No,4
LOC691113,D3Z8R8,691113,target gene,No,6
Sapcd2,B0BN66,680531,target gene,No,11
Psmd10,A0A0G2JZI5,-,target gene,No,6
Cyp1a2,P04799,24297,target gene,No,1
Srp9,D4A511,690345,target gene,No,8
Ptch2,M0RA51,366452,target gene,No,3
Sh3kbp1,Q925Q9,84357,target gene,No,7
Lnx2,D3ZRH6,360761,target gene,No,9
Hras,P20171,293621,target gene,No,5
Fbxw11,D3ZXC6,303024,target gene,No,10
Glyr1,Q5RKH0,360477,target gene,No,9
Ngrn,Q3T1H2,499191,target gene,No,9
Dtd1,B0K014,362227,target gene,No,8
Pop7,D3ZQJ2,288564,target gene,No,12
LOC294154,Q2M1K7,294154,target gene,No,11
Prag1,D3ZMK9,306506,target gene,No,6
Vps37b,D3ZU64,288659,target gene,No,8
Glo1,Q6P7Q4,294320,target gene,No,8
Gen1,D3ZVS5,298884,target gene,No,9
-,Q5XIK6,360479,target gene,No,9
Mpzl2,D4AAE2,300679,target gene,No,4
Rtraf,Q6QI16,302247,target gene,No,8
Ddhd1,Q3ZAU5,305816,target gene,No,9
Them6,Q5XIE1,300015,target gene,No,9
Mt3,P37361,117038,target gene,No,5
Fam102b,F1M2P6,-,target gene,No,8
Rhoc,B2RYP0,295342,target gene,No,8
Bdh1,A0A0G2JSH2,117099,target gene,No,3
Pear1,E9PTZ1,-,target gene,No,5
Map2k4,F1LP57,-,target gene,No,1
Rpl10,Q6PDV7,81764,target gene,No,7
Tmem104,D3ZU40,303670,target gene,No,8
Rbm47,Q66H68,305340,target gene,No,1
Mcm9,K3W4U8,499437,target gene,No,6
Il17rc,D3ZIM0,297520,target gene,No,4
Clk3,Q63117,171305,target gene,No,9
Snupn,Q68FP5,316108,target gene,No,10
Zc3h10,D3ZLM7,685928,target gene,No,11
Vps36,B1H248,290851,target gene,No,3
Rif1,A0A0G2KB73,-,target gene,No,3
Slit2,F1MA79,360272,target gene,No,3
Tff3,A0A0G2JSY6,25563,target gene,No,2
Tbc1d2,B5DFA1,313234,target gene,No,10
Tceal1,Q5PPP3,302593,target gene,No,2
Rhou,A0A0G2JW83,-,target gene,No,2
Mrpl3,G3V7P3,300974,target gene,No,8
Trim68,A0A1B0GWP0,684189,target gene,No,10
Ubqln2,D4AA63,317396,target gene,No,6
Cntln,F1LMT2,679640,target gene,No,1
Slc37a2,D3ZS16,500973,target gene,No,7
Tmprss7,R9PXY0,288118,target gene,No,2
Cish,B1WBX9,83681,target gene,No,7
Cwf19l1,D3Z863,365465,target gene,No,9
Trim37,D3ZL82,360592,target gene,No,10
Nrsn1,G3V892,-,target gene,No,3
Plscr1,P58195,117540,target gene,No,2
Dhrs7l1,Q6I7R1,299131,target gene,No,1
Maff,D3ZC87,366960,target gene,No,9
RT1-M3-1,G3V627,24747,target gene,No,1
Haao,A0A0G2JSV5,-,target gene,No,3
Samd3,D3ZKC5,-,target gene,No,2
Gnb5,D3ZZ54,-,target gene,No,4
Rfx8,A0A0G2K3E1,-,target gene,No,3
Pdhx,Q7TQ85,311254,target gene,No,10
-,A0A0G2K4V3,-,target gene,No,1
Slc30a4,Q5PQX4,-,target gene,No,6
Agrp,F1MAG1,25582,target gene,No,1
Irf4,D3ZEX6,291100,target gene,No,2
Tmem184b,A0A0G2K0C2,362959,target gene,No,6
Arel1,D3ZVC4,299197,target gene,No,8
Dlx2,G3V668,296499,target gene,No,3
Snurf,Q9WU11,113938,target gene,No,2
Dstyk,Q6XUX2,304791,target gene,No,9
Osbpl1a,A0A0G2K327,-,target gene,No,8
Pacs1,F1LPG3,171444,target gene,No,7
Slc9a2,P48763,24783,target gene,No,4
Dlst,G3V6P2,299201,target gene,No,8
LOC103691556,G3V603,103691556;85435,target gene,No,1
Dynlrb1,P62628,170714,target gene,No,11
Hecw1,F1M4Q8,291209,target gene,No,1
Ces1d,G3V822,-,target gene,No,3
Igfbp5,P24594,25285,target gene,No,1
Slc29a3,Q80WK7,353307,target gene,No,6
Prpf38b,Q6AXY7,499691,target gene,No,7
Rpl7,B0K031,297755,target gene,No,4
Asap2,A0A0G2K808,-,target gene,No,4
Parp9,A1A5Q1,303905,target gene,No,5
Marveld1,D3ZR15,309375,target gene,No,4
Tpbg,Q5PQV5,83684,target gene,No,4
Dnajb2,B2RYA8,689593,target gene,No,8
Diras1,D4A304,366826,target gene,No,2
Gipc3,D3ZEK6,500789,target gene,No,2
Polr3d,Q4FZS9,306012,target gene,No,7
Cycs,P62898,100363502;25309,target gene,No,11
E4f1,F1MAM9,681359,target gene,No,3
Cox6b1,D3ZSB0,-,target gene,No,5
Pom121l12,M0R503,100361125,target gene,No,1
Cpe,D4A8X4,-,target gene,No,3
Igf1,P08025,24482,target gene,No,6
Yeats4,B2RYE9,299810,target gene,No,9
Nudt13,M0R515,-,target gene,No,10
Oaz2,F1M7B5,501454,target gene,No,8
Scd1,P07308,246074,target gene,No,5
Arl5b,G3V9B1,364788,target gene,No,10
Arrdc3,Q6TXF1,309945,target gene,No,10
Syt14,M0R7W7,-,target gene,No,4
Stk10,H9KVF6,29398,target gene,No,9
Atp1a1,P06685,24211,target gene,No,7
Tbc1d16,M0R716,303734,target gene,No,3
Nup62,P17955,65274,target gene,No,10
Rdh11,Q6AXX5,362757,target gene,No,7
Tmem144,D3ZTK4,361968,target gene,No,5
Mcm6,A9CMB8,29685,target gene,No,7
Kif1c,F1M9C8,-,target gene,No,6
Shisa2,D3ZWR8,498528,target gene,No,7
Ttc30b,A0A0H2UHX9,-,target gene,No,8
Dzip1,A0A1W2Q6C7,364475,target gene,No,7
Rasip1,B5DF05,292912,target gene,No,8
Slc30a10,D3ZJB7,289353,target gene,No,1
Snap47,Q6P6S0,303183,target gene,No,9
Nup210,P11654,58958,target gene,No,7
Vps39,A0A0G2KA50,362199,target gene,No,6
Anapc5,A0A0H2UH97,288671,target gene,No,12
Opn4,Q8R456,192223,target gene,No,2
Ppih,D4A5R0,366461,target gene,No,9
Dip2b,A0A0G2JY22,300231,target gene,No,10
Exoc6b,A0A0G2JYR1,500233,target gene,No,8
Creg2,D4A3H3,-,target gene,No,3
Tmx3,M0R402,-,target gene,No,10
Cdh2,G3V803,-,target gene,No,7
Tmem81,Q6AXW8,498229,target gene,No,3
Cdk10,F1LSV8,361434,target gene,No,11
Leng8,D3ZX52,361506,target gene,No,10
Rnf11l1,A0A0G2JZP9,-,target gene,No,6
Ikbkb,G3V8H5,84351,target gene,No,7
Gnao1,P59215,50664,target gene,No,3
Gpc1,Q6P7Q2,-,target gene,No,3
Zcchc24,D3ZQ09,361104,target gene,No,3
Cnot6l,F1M642,360917,target gene,No,7
Paip1,A0A0G2JVP5,365684,target gene,No,9
Mcts1,Q4G009,302500,target gene,No,9
Cd3eap,D4ADE7,680493,target gene,No,7
Pde4a,F1M8I9,-,target gene,No,3
Ccdc8,A0A0G2JTP3,-,target gene,No,3
Poglut2,B5DFA5,316370,target gene,No,6
Ubl5,A9UMW0,500954,target gene,No,7
Nup37,G3V6M8,299706,target gene,No,9
Ddit4,G3V620,-,target gene,No,11
Lrrtm2,D4A7P2,685472,target gene,No,7
Prkab2,A0A0G2JVK3,64562,target gene,No,10
Poli,D4A8I8,291526,target gene,No,8
-,F1M8C7,-,target gene,No,1
Prxl2b,D3ZVR7,362676,target gene,No,8
Qsox2,D3ZP13,681023,target gene,No,6
-,D3ZJK8,-,target gene,No,4
Slc4a1,F8WFT7,24779,target gene,No,1
Inppl1,V9GZ88,-,target gene,No,10
Zfp326,A0A0G2K9Y9,-,target gene,No,3
Sh2d4b,D3ZAI5,290612,target gene,No,1
Dock8,F1LPG2,499337,target gene,No,6
Acsl4,O35547,113976,target gene,No,6
Commd2,D3ZLN7,688478,target gene,No,7
Mrpl37,Q6AXT0,56281,target gene,No,8
-,A0A0G2JVM4,-,target gene,No,1
Tceal8,Q6I7R5,367909,target gene,No,5
Wdfy3,A0A0G2K9M4,-,target gene,No,8
Nup43,B0BNB5,683983,target gene,No,9
LOC498122,M0RBE6,498122,target gene,No,5
Slc30a7,Q5BJM8,310801,target gene,No,8
Rasa4,D3ZQH9,288589,target gene,No,4
Tnnc1,Q4PP99,290561,target gene,No,3
-,F1LZE1,-,target gene,No,1
Dtnb,P84060,362715,target gene,No,7
Tas2r103,F1LNZ6,100310886,target gene,No,1
Ment,Q5XI62,295265,target gene,No,1
Btbd2,F1M311,500793,target gene,No,3
Tppp3,Q5PPN5,291966,target gene,No,2
Odr4,D3ZV63,304863,target gene,No,2
RGD1562914,F1M541,-,target gene,No,3
Dapk3,O88764,64391,target gene,No,9
Alkbh3,Q5XIC8,362169,target gene,No,9
Fignl1,Q6GX84,289777,target gene,No,10
Spast,B2RYN7,362700,target gene,No,10
Stk38,G3V9Q4,361813,target gene,No,11
Zfp251,H7C5Y4,366954,target gene,No,8
Mpig6b,Q6MG59,406865,target gene,No,1
Inpp5k,A0A0G2K5K7,-,target gene,No,12
Eif2b5,Q64350,192234,target gene,No,7
Nudt7,D3ZV74,-,target gene,No,6
Usp31,D3ZU27,308959,target gene,No,12
-,A0A0G2K078,-,target gene,No,3
Gnai2,P04897,81664,target gene,No,8
Polr2b,G3V8Y5,289561,target gene,No,14
Calb2,P47728,117059,target gene,No,3
Rbbp9,O88350,29459,target gene,No,4
Taf1b,D3ZYB7,690450,target gene,No,6
Dop1b,A0A0G2JXD9,-,target gene,No,8
Klhdc8b,Q5XIA9,306589,target gene,No,1
Actb,P60711,81822,target gene,No,12
Zcchc4,R9PXZ6,360946,target gene,No,7
Ccdc92,D3ZBX9,100036765,target gene,No,8
Metrnl,Q5RJL6,316842,target gene,No,4
Pptc7,D4A520,304488,target gene,No,9
Ccdc71,Q4V7C4,498678,target gene,No,8
Prmt3,O70467,89820,target gene,No,9
Spag5,E9PSL1,-,target gene,No,6
Naca,M0R9L0,288770,target gene,No,10
S1pr3,F1M9D3,306792,target gene,No,1
Vgll4,Q5BJP0,297523,target gene,No,9
Ahcyl2,D3ZWL6,312192,target gene,No,12
Atp6v1f,P50408,116664,target gene,No,7
Mtnd3,P05506,26199,target gene,No,2
Fyn,Q62844,25150,target gene,No,7
Mxra8,Q5XI43,313770,target gene,No,2
Pigt,D4A604,-,target gene,No,5
Shtn1,D4A6P3,-,target gene,No,4
Efr3b,F1LTW9,313928,target gene,No,4
Rnf214,D4A3V4,363056,target gene,No,8
Gzmbl1,M0R4W8,-,target gene,No,1
Klhdc7a,M0R439,298590,target gene,No,5
Ppp2r3b,B1WBU2,682033,target gene,No,7
Impa1,F1M978,-,target gene,No,8
Tex264,Q5XIF0,300988,target gene,No,4
Serinc4,A8WCG0,311358,target gene,No,5
Rab11a,P62494,81830,target gene,No,9
Cct6b,Q6AYJ7,363658,target gene,No,6
Hivep3,D3ZRB5,313557,target gene,No,1
Hey2,G3V7S6,155430,target gene,No,6
Pld3,Q5FVH2,361527,target gene,No,6
Mapk8,F1LP66,-,target gene,No,12
Mrpl17,Q6PDW6,171061,target gene,No,10
RGD1564807,D4A484,-,target gene,No,1
Rspo3,A7LKE6,498997,target gene,No,1
Asf1a,D3ZFM1,294408,target gene,No,11
Gpx7,D3ZQI1,298376,target gene,No,1
Borcs5,B1H257,362452,target gene,No,9
Gnpat,Q9ES71,84470,target gene,No,9
Fam234b,D3ZWJ9,362455,target gene,No,6
Akap17b,D3ZDR8,313434,target gene,No,5
Dolpp1,A0A0G2JUS5,296624,target gene,No,6
Fgf7,G3V775,29348,target gene,No,1
Kdm5c,A0A0G2KAF1,-,target gene,No,10
Vax1,Q9JM00,64571,target gene,No,1
-,A0A1W2Q672,-,target gene,No,6
Slc22a18,A0A0G2JSS3,309131,target gene,No,4
Flnb,A0A0G2JXT8,306204,target gene,No,3
-,M0R566,-,target gene,No,1
Fbxo33,D3ZVL5,314157,target gene,No,10
Nomo1,D3ZSA9,361578,target gene,No,12
Ppp1r16b,D4AA72,680616,target gene,No,2
Kalrn,P97924,84009,target gene,No,4
Esr1,D0FYH4,24890,target gene,No,2
Pcyt1b,A0A096MK76,286936,target gene,No,7
RGD1563667,E9PTZ3,365855,target gene,No,3
Dld,Q6P6R2,298942,target gene,No,6
Pik3c3,O88763,65052,target gene,No,10
Rad9a,D3ZXM2,100361529,target gene,No,8
Snrpg,B5DEP7,681031;687679,target gene,No,12
Nova1,A0A0G2JVE8,298992,target gene,No,8
Ypel5,D4A4Q3,298792,target gene,No,6
Mex3b,D3ZFL6,308790,target gene,No,8
Atpsckmt,D3ZLY0,499561,target gene,No,10
Rad17,E9PTL1,310034,target gene,No,13
Dctn5,G3V8C0,-,target gene,No,8
Tek,D3ZCD0,89804,target gene,No,2
Inafm1,M0R6Q2,100192314,target gene,No,7
Ttc39b,D3ZC96,298186,target gene,No,5
Piezo1,A0A0G2JWS3,-,target gene,No,8
Tecr,Q64232,191576,target gene,No,8
Ensa,P60841,60334,target gene,No,8
Rfx3,Q5U2M9,361746,target gene,No,11
Tubg2,F1LUW9,680991,target gene,No,4
Fam118b,Q4QQT2,315549,target gene,No,10
Il17d,A0A0G2K812,-,target gene,No,6
Ykt6,Q5EGY4,64351,target gene,No,8
Csrnp2,D4A1W4,315308,target gene,No,4
Retreg2,Q3MHU5,363252,target gene,No,11
Rrbp1,F1M853,311483,target gene,No,9
Atp13a3,G3V677,678704,target gene,No,8
Psmc6,G3V6W6,289990,target gene,No,11
Gtf2f1,Q6AY96,316123,target gene,No,6
Iapp,P12969,24476,target gene,No,1
Oas2,A0A0G2K6Q2,-,target gene,No,3
-,M0RCN8,-,target gene,No,1
Scaf8,F1LPT8,-,target gene,No,10
Ube2k,D3ZXS8,289623,target gene,No,9
Cdkn2b,Q5PQW4,-,target gene,No,7
E2f7,A0A0A0MY02,314818,target gene,No,7
Tubgcp6,D4A709,-,target gene,No,8
Rps6kb1,P67999,83840,target gene,No,11
Wnt7a,M0R9D3,114850,target gene,No,4
Spryd4,Q4FZT8,288772,target gene,No,11
Mrps34,D4ABM5,287126,target gene,No,10
Suco,A0A0G2KAG1,-,target gene,No,9
Hs3st3b1,D3ZTA9,303218,target gene,No,5
Rpn1,Q6P7A7,25596,target gene,No,8
Tmx2,Q5XIK2,295701,target gene,No,3
Plp1,P60203,24943,target gene,No,3
Cdh11,F1MAH6,84407,target gene,No,2
Btbd10,Q5EAP0,308890,target gene,No,11
Fam110a,M0RB04,311535,target gene,No,8
Fis1,P84817,288584,target gene,No,8
Zbtb17,Q5XIU3,313666,target gene,No,8
Drc3,Q5XI54,287371,target gene,No,7
LOC500567,Q5PQS8,500567,target gene,No,1
Prep,A0A0G2K1M8,-,target gene,No,9
Edf1,P69736,296570,target gene,No,5
Kmt5c,P0C2N6,308345,target gene,No,11
Rel,F1M5R1,-,target gene,No,1
Hist1h2ac,G3V9C0,100360754;306962;306970;502129;684773,target gene,No,9
Ssr4,Q07984,29435,target gene,No,9
Gdpd3,D4A1N8,-,target gene,No,1
Chp2,Q810D1,308965,target gene,No,4
Rnf149,D3ZI66,363222,target gene,No,10
C1qtnf5,Q5FVH0,315598,target gene,No,3
Mrpl23,Q63750,64360,target gene,No,9
Vash1,D4AE85,503052,target gene,No,3
Ybx2,D4A3P0,303250,target gene,No,5
-,M0R6S6,-,target gene,No,3
